,CHICK,CHILI,CHILL,CHOCK,CHUCK,CHUMP,CHUNK,CINCH,CIVIC,CIVIL,CLICK,CLIFF,CLING,CLINK,CLOCK,CLOTH,CLOUT,CLOWN,CLUCK,CLUMP,CLUNG,COLON,COMFY,COMIC,CONCH,CONIC,COUCH,COUGH,COUNT,COYLY,CUMIN,CYNIC,FICUS,FIFTH,FIFTY,FIGHT,FILLY,FILMY,FILTH,FINCH,FISHY,FIZZY,FLICK,FLING,FLINT,FLOCK,FLOSS,FLOUT,FLOWN,FLUFF,FLUNG,FLUNK,FLUSH,FOCUS,FOGGY,FOIST,FOLIO,FOLLY,FULLY,FUNGI,FUNKY,FUNNY,FUSSY,FUZZY,GHOST,GHOUL,GIPSY,GLINT,GLOOM,GLOSS,GLYPH,GOING,GOLLY,GOOFY,GUILT,GULCH,GULLY,GUMMY,GUPPY,GUSTO,GUSTY,GYPSY,HILLY,HIPPO,HIPPY,HITCH,HOIST,HOLLY,HOTLY,HUMPH,HUMUS,HUNCH,HUNKY,HUSKY,HUSSY,HUTCH,ICILY,ICING,IGLOO,IMPLY,INGOT,INPUT,IONIC,ITCHY,JIFFY,JOINT,JOIST,JOLLY,JOUST,JUICY,JUMPY,JUNTO,KINKY,KIOSK,KITTY,KNOCK,KNOLL,KNOWN,LIGHT,LIMIT,LINGO,LOCUS,LOFTY,LOGIC,LOGIN,LOOPY,LOUSY,LOWLY,LUCKY,LUMPY,LUNCH,LUPUS,LUSTY,LYING,LYMPH,LYNCH,MIGHT,MILKY,MIMIC,MINIM,MINTY,MINUS,MISSY,MOGUL,MOIST,MONTH,MOSSY,MOTIF,MOTTO,MOULT,MOUNT,MOUTH,MUCKY,MUCUS,MULCH,MUMMY,MUNCH,MUSHY,MUSIC,MUSKY,MUSTY,NIGHT,NINNY,NINTH,NOISY,NOTCH,NUTTY,NYLON,NYMPH,ONION,OPIUM,OPTIC,OUGHT,OUTGO,OWING,PHONY,PHOTO,PICKY,PIGGY,PILOT,PINCH,PINKY,PINTO,PITCH,PITHY,PIVOT,PLUCK,PLUMP,PLUNK,PLUSH,POINT,POLYP,POOCH,POPPY,POSIT,POUCH,POUTY,PUFFY,PULPY,PUNCH,PUPIL,PUPPY,PUSHY,PUTTY,PYGMY,QUICK,QUILL,QUILT,QUOTH,SCION,SCOFF,SCOOP,SCOUT,SCOWL,SHIFT,SHINY,SHOCK,SHOOK,SHOOT,SHOUT,SHOWN,SHOWY,SHUCK,SHUNT,SHUSH,SHYLY,SIGHT,SILKY,SILLY,SISSY,SIXTH,SIXTY,SKIFF,SKILL,SKIMP,SKULK,SKULL,SKUNK,SLICK,SLIMY,SLING,SLINK,SLOOP,SLOSH,SLOTH,SLUMP,SLUNG,SLUNK,SLUSH,SLYLY,SMITH,SMOCK,SMOKY,SNIFF,SNOOP,SNOUT,SNOWY,SNUCK,SNUFF,SOGGY,SONIC,SOOTH,SOOTY,SOUTH,SPICY,SPIKY,SPILL,SPILT,SPINY,SPLIT,SPOIL,SPOOF,SPOOK,SPOOL,SPOON,SPOUT,SPUNK,STICK,STIFF,STILL,STILT,STING,STINK,STINT,STOCK,STOIC,STOMP,STONY,STOOL,STOOP,STOUT,STUCK,STUFF,STUMP,STUNG,STUNK,STUNT,SUING,SULKY,SULLY,SUNNY,SUSHI,SWIFT,SWILL,SWING,SWISH,SWOON,SWOOP,SWUNG,THICK,THIGH,THING,THINK,THONG,THUMP,TIGHT,TIPSY,TONIC,TOOTH,TOPIC,TOUCH,TOUGH,TOXIC,TOXIN,TULIP,TUNIC,TWIST,TWIXT,TYING,UNCUT,UNFIT,UNIFY,UNION,UNITY,UNLIT,UNTIL,UNZIP,USING,VIGIL,VINYL,VISIT,VOMIT,VOUCH,VYING,WHICH,WHIFF,WHINY,WHISK,WHOOP,WIGHT,WILLY,WIMPY,WINCH,WISPY,WITCH,WITTY,WOOLY,WOOZY,YOUNG,YOUTH
CLICK,1,0,0,2,2,0,0,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,19,45,41,32,12,23,18,0,38,77,0,3,3,0,11,9,12,18,9,3,7,21,90,15,24,26,26,66,16,82,73,128,49,21,33,5,17,12,18,35,25,90,7,0,22,109,94,38,35,83,16,49,64,0,14,29,25,103,74,0,13,8,50,0,6,12,23,21,45,35,18,17,76,22,19,34,46,0,107,48,11,7,11,0,9,26,16,17,20,9,30,8,25,38,13,36,6,35,0,38,19,14,45,0,31,6,19,40,23,19,50,21,20,49,65,48,119,16,39,43,13,41,0,135,0,42,21,12,42,23,54,25,15,0,47,32,54,37,45,18,41,61,27,33,78,8,60,17,0,10,21,0,35,38,0,21,5,13,19,37,0,113,34,0,30,101,37,0,27,122,44,65,133,0,13,11,53,10,42,38,19,15,15,9,0,8,63,31,46,39,0,39,89,39,21,3,12,55,32,30,6,3,7,5,6,7,0,8,3,2,13,17,15,13,6,4,13,25,18,0,13,15,55,28,39,0,66,59,16,63,46,31,0,7,9,7,15,13,20,75,11,34,55,36,7,0,20,7,7,13,4,13,0,18,54,25,35,64,47,0,72,63,43,6,53,11,6,21,48,63,17,9,13,26,72,90,58,0,26,17,4,61,72,38,27,14,107,18,0,41,21,44,18,11,21,38,19,26,33,24,32,16,12,16,60,11,14,14,27,60,0,35,0,44,21,4,107,37,16,62,0,43,0,42,40,122,39,22
CLIFF,2,4,4,6,7,12,6,1,5,5,2,1,2,1,4,7,4,4,4,7,4,7,0,5,3,3,4,6,7,8,5,3,1,4,4,4,1,1,1,1,3,9,1,1,1,1,1,1,1,1,1,1,1,1,10,3,1,1,1,8,8,9,3,10,49,21,33,5,17,12,18,35,25,0,7,7,22,109,94,38,35,83,16,49,64,14,14,29,25,103,74,17,48,42,50,23,6,12,23,21,45,35,18,17,0,22,19,34,46,7,107,48,43,37,38,13,23,103,16,17,20,9,7,8,25,38,13,36,9,35,5,38,19,14,45,5,31,21,19,40,23,19,50,21,20,49,65,0,119,16,39,43,34,41,9,135,14,42,21,64,42,23,54,25,15,12,47,32,54,37,45,18,41,61,27,33,78,18,60,17,7,33,21,14,35,38,4,21,9,13,19,37,18,113,34,9,30,0,37,13,27,122,44,65,133,7,13,11,53,10,1,38,19,15,0,9,13,68,63,31,46,39,20,39,89,39,21,14,12,55,32,30,2,6,29,31,28,75,2,8,3,1,13,17,15,13,6,4,13,25,18,13,52,2,55,28,39,16,2,59,16,63,46,31,6,21,9,7,15,13,20,0,81,34,55,36,55,6,2,7,7,13,9,13,14,18,54,25,35,64,47,18,2,63,43,45,53,11,18,21,48,63,0,9,13,26,72,90,58,5,26,17,9,61,72,38,27,14,107,18,10,41,21,44,18,11,21,38,19,26,8,0,32,16,12,16,60,11,14,14,27,60,8,35,6,4,21,22,107,37,16,62,9,43,14,42,40,122,39,22
CLING,2,4,4,6,7,12,1,3,5,5,2,3,1,1,4,7,4,3,4,7,1,3,13,5,4,2,4,1,2,8,3,2,19,45,41,11,12,23,18,5,38,77,1,2,4,3,11,9,9,18,2,3,7,21,15,15,24,26,26,15,26,17,73,128,11,4,11,3,6,4,6,12,8,20,4,2,8,22,23,8,9,27,16,49,64,14,14,29,25,103,74,6,25,42,50,23,6,1,8,21,9,26,2,17,76,14,19,34,46,7,107,14,29,37,38,6,11,44,4,17,4,9,30,1,4,38,13,36,9,35,4,38,19,3,45,5,13,21,19,35,17,20,50,6,20,26,65,48,119,16,13,43,34,41,9,135,6,42,21,64,42,12,20,22,8,6,33,15,57,22,45,18,9,12,11,24,78,18,14,17,5,26,16,14,35,38,4,21,5,13,13,37,18,113,34,9,30,101,37,6,27,122,44,65,31,7,13,11,53,2,42,38,19,15,15,10,13,68,63,31,33,39,20,9,89,39,9,14,12,55,32,30,26,6,29,31,28,17,2,8,2,4,13,17,15,13,2,4,13,25,18,13,52,14,38,19,26,8,43,9,3,63,46,31,6,21,9,7,11,13,20,75,81,34,43,36,15,6,20,7,7,7,8,9,14,18,54,9,35,64,47,18,72,63,7,10,11,9,18,21,13,63,17,9,8,26,48,90,9,5,11,11,12,13,72,13,27,3,107,18,10,11,21,26,18,4,21,38,9,16,23,17,20,10,8,7,34,9,7,9,27,60,8,11,6,44,16,22,107,11,16,62,5,43,14,42,40,122,7,22
CLINK,1,4,4,1,1,12,1,3,5,5,1,3,1,1,1,7,4,3,1,7,1,3,13,5,4,2,4,6,2,8,3,2,19,45,41,32,12,23,18,5,38,77,1,2,4,1,11,9,9,18,2,2,7,21,90,15,24,26,26,14,7,17,73,128,49,21,33,2,17,12,18,9,25,90,7,7,22,109,94,38,35,83,16,49,64,14,14,29,25,103,74,6,6,8,50,23,6,1,23,21,17,26,2,17,76,14,19,34,46,7,107,14,4,7,11,2,5,14,16,17,5,9,30,8,4,38,13,36,6,35,4,38,19,3,45,5,31,6,19,35,17,20,50,21,20,26,65,48,119,16,13,43,13,41,9,135,6,42,21,12,42,14,20,22,8,6,33,15,57,22,45,18,41,61,8,24,78,8,60,17,5,4,16,14,35,38,1,21,2,13,13,37,18,113,34,9,30,101,37,6,27,122,44,65,133,1,13,11,53,2,42,38,19,15,15,10,1,8,63,31,33,39,1,9,89,39,21,3,12,55,32,30,6,3,7,5,6,2,1,8,2,1,13,17,15,13,2,1,13,25,18,2,13,14,38,19,26,1,43,59,3,63,46,31,6,7,9,7,11,13,20,75,11,34,43,36,2,1,20,7,7,2,1,9,2,18,54,9,35,64,47,1,72,63,4,1,11,6,6,21,13,63,17,9,5,26,48,90,7,1,26,3,2,11,72,38,27,3,107,18,10,41,21,26,18,4,21,38,2,16,23,17,20,10,8,7,34,6,14,9,27,60,8,8,6,44,16,4,107,37,16,62,5,43,14,42,40,122,6,22
CLOCK,2,0,0,1,2,0,0,2,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,11,70,65,56,28,26,30,0,22,108,0,14,14,0,5,6,8,18,9,3,7,6,49,11,14,15,26,42,16,82,73,128,10,8,37,15,10,7,18,34,15,25,15,0,22,109,94,29,35,83,28,49,53,0,9,15,13,103,74,0,13,8,50,0,14,29,21,27,30,29,12,14,106,22,13,19,17,0,107,41,15,3,20,0,2,9,32,44,20,4,12,6,12,14,9,17,6,35,0,38,19,25,45,0,60,10,42,107,38,24,46,11,12,15,30,26,37,14,22,29,13,41,0,135,0,42,12,12,42,52,82,64,13,0,47,16,54,66,47,18,44,54,59,16,15,13,76,16,0,13,35,0,32,41,0,21,5,13,15,17,0,47,11,0,25,101,37,0,24,122,44,65,133,0,19,18,30,13,7,7,6,4,36,14,0,3,7,12,7,7,0,39,89,39,38,7,20,60,50,38,13,7,13,5,6,7,0,14,10,4,7,7,5,13,6,4,13,25,39,0,6,61,8,10,12,0,66,23,5,7,9,13,0,10,21,19,27,19,9,11,4,7,8,12,7,0,62,27,29,39,6,52,0,6,12,7,4,9,16,0,72,63,43,6,53,23,6,21,48,26,56,29,52,57,8,11,58,0,73,52,7,18,72,73,28,8,16,9,0,27,10,22,16,11,69,118,43,26,36,28,41,20,17,20,40,23,53,26,75,31,0,70,0,91,42,7,18,63,33,74,0,45,0,67,11,29,32,29
CLOTH,2,1,1,1,1,3,1,2,12,9,5,7,5,3,3,1,1,3,4,7,4,3,5,3,1,2,1,1,1,4,4,5,11,9,12,15,28,26,2,2,31,108,5,14,2,3,5,2,8,18,9,9,2,6,49,6,14,15,26,42,66,82,73,128,3,3,37,2,10,7,5,34,15,25,4,1,22,109,94,4,9,83,8,28,37,1,4,4,2,17,38,1,29,30,34,1,14,29,21,27,17,10,12,4,106,10,5,19,5,6,107,6,67,18,10,7,10,33,3,4,20,4,2,6,12,14,9,17,9,35,1,38,2,25,7,1,12,24,42,107,8,24,46,11,6,3,30,20,3,3,8,2,34,41,1,135,1,29,12,64,7,13,82,8,13,1,8,16,25,66,47,6,8,28,59,6,3,21,76,4,2,46,10,1,15,22,4,21,9,1,7,17,1,47,5,1,2,101,37,1,24,122,24,9,133,8,19,4,4,13,7,7,1,4,11,16,1,2,2,2,4,4,2,10,19,6,12,15,20,60,6,8,75,24,50,31,28,75,5,14,10,8,7,1,1,13,6,4,2,25,4,3,12,61,8,3,12,16,66,23,5,2,2,1,9,38,21,2,27,3,9,11,8,7,8,3,55,4,26,4,2,17,20,16,2,2,6,6,3,5,4,5,41,32,25,29,21,23,18,21,48,17,20,29,52,27,8,11,58,1,9,9,10,4,18,12,16,4,3,4,1,2,4,19,5,2,16,34,25,11,12,28,41,6,5,3,40,23,53,26,21,12,1,70,2,42,24,30,4,15,33,74,2,45,1,10,11,29,32,2
CLOUT,8,7,7,2,2,1,1,4,12,9,5,7,5,3,3,1,1,3,1,1,1,3,5,3,1,2,1,1,1,4,5,5,1,21,31,11,28,26,3,10,22,108,5,14,1,3,5,1,8,1,1,1,1,1,49,2,14,15,16,33,28,35,30,58,2,2,37,2,10,7,18,34,15,25,2,3,16,48,44,6,12,83,28,49,53,4,2,15,4,38,3,6,18,19,23,4,14,29,21,27,8,5,12,3,106,9,3,19,3,11,48,9,67,18,27,7,10,33,3,2,20,1,3,6,12,14,3,17,3,16,2,4,5,25,45,5,10,24,42,107,19,3,46,2,3,13,30,20,19,2,7,7,9,1,3,57,5,17,13,20,10,7,82,15,13,3,14,16,54,66,9,6,10,16,59,16,8,21,76,3,11,46,15,4,19,12,1,2,2,2,8,17,6,47,3,2,8,44,18,5,15,54,16,21,133,10,19,2,6,13,7,7,1,4,5,14,2,4,2,2,7,7,4,4,42,39,6,15,20,60,7,14,75,24,50,13,9,30,5,14,10,8,7,7,2,2,2,2,2,25,5,3,12,61,8,2,12,1,29,23,5,2,3,3,9,38,21,2,27,3,9,11,8,7,8,2,19,4,26,4,2,17,20,4,2,2,6,6,3,5,2,3,17,16,7,10,5,18,11,14,21,18,6,29,52,57,8,11,24,4,30,21,22,11,18,10,16,4,10,4,2,7,4,19,3,3,7,15,25,2,8,45,27,17,3,4,56,33,53,26,7,10,2,70,16,91,42,46,18,12,33,74,12,45,4,30,11,29,8,7
CLOWN,8,7,7,2,7,12,4,4,12,9,5,7,1,1,3,2,2,1,4,7,1,1,5,3,1,1,1,2,1,4,2,5,11,70,65,56,28,26,30,5,22,108,5,1,1,3,5,6,1,18,1,1,7,6,49,11,14,15,26,15,26,16,73,128,10,8,37,2,10,7,18,13,15,25,15,7,22,109,94,29,35,83,28,49,53,14,9,15,13,103,74,6,25,42,50,23,14,12,21,27,5,8,2,14,106,11,13,19,17,6,107,19,21,18,53,1,2,3,32,44,5,4,12,6,3,14,9,3,9,35,4,38,19,4,45,5,60,24,42,37,22,10,46,11,12,14,30,26,37,14,14,29,34,41,9,135,6,42,12,64,42,20,14,22,7,2,33,3,57,3,47,18,44,54,5,7,15,21,76,16,5,19,11,12,32,41,4,21,2,13,9,17,6,47,11,5,25,101,37,6,24,122,44,65,133,8,19,18,30,1,7,7,6,1,36,8,2,4,7,12,3,3,20,17,89,39,38,15,20,60,50,38,75,24,50,31,28,28,5,14,2,2,7,7,5,13,2,2,13,25,39,3,12,23,3,3,2,8,43,23,2,7,9,13,9,38,21,19,14,19,9,11,8,7,3,12,25,8,62,27,29,16,11,16,1,6,12,5,4,9,16,18,72,63,22,19,24,12,18,21,12,26,6,2,3,6,3,3,4,12,73,14,9,9,72,73,28,2,16,9,5,27,10,7,16,3,7,11,17,16,10,9,3,7,3,5,12,12,53,9,75,31,7,22,2,8,4,3,5,8,3,7,1,3,2,8,3,5,12,29
CLUCK,2,0,0,2,1,0,0,2,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,20,70,65,56,28,26,30,0,22,108,0,14,14,0,11,11,12,11,7,2,6,18,90,32,23,26,16,33,7,35,30,58,49,20,37,15,17,12,18,49,25,90,14,0,16,48,44,12,16,83,28,39,53,0,25,29,25,38,17,0,5,4,23,0,14,29,23,27,41,29,13,14,106,47,39,34,12,0,48,16,15,6,20,0,9,26,32,44,18,6,30,4,18,38,9,36,2,16,0,8,11,25,45,0,60,10,42,107,38,26,46,20,26,49,65,40,119,12,11,16,7,11,0,57,0,17,13,6,16,52,82,64,12,0,25,32,54,57,45,15,19,27,49,33,78,13,76,16,0,13,29,0,32,47,0,9,1,5,29,37,0,113,23,0,19,44,18,0,15,54,16,30,133,0,19,19,24,10,42,38,18,15,36,14,0,8,63,32,46,39,0,5,14,39,38,7,20,60,50,38,13,7,13,4,4,3,0,14,10,4,13,17,15,5,5,2,9,25,39,0,13,61,55,27,39,0,17,59,10,63,46,9,0,10,21,19,27,19,12,75,11,34,55,28,2,0,62,27,29,39,6,52,0,16,54,25,35,64,43,0,14,11,10,3,11,18,4,14,21,18,56,29,52,57,72,90,16,0,73,52,7,61,15,73,28,11,107,15,0,15,19,48,15,12,69,118,43,15,44,45,51,29,18,22,56,33,53,26,75,51,0,70,0,91,42,7,107,63,33,74,0,45,0,67,40,122,19,19
CLUMP,8,7,7,6,3,1,1,4,12,9,5,7,5,3,4,7,3,4,2,1,2,7,2,2,3,2,2,2,4,8,2,5,20,70,65,56,28,3,30,10,22,108,5,14,14,3,11,11,12,11,7,5,6,18,90,32,23,26,16,33,28,35,30,58,49,20,12,15,4,12,6,49,25,90,14,3,16,6,14,12,16,22,28,10,18,14,25,29,25,5,4,6,18,19,23,5,14,29,23,3,41,13,13,14,106,47,39,34,12,11,7,16,67,35,53,13,23,103,32,6,18,6,30,4,18,11,9,36,3,3,2,4,11,25,3,5,8,4,3,17,8,8,6,4,10,12,7,12,18,3,4,3,2,2,1,6,1,3,2,5,4,52,82,64,12,12,25,32,7,57,9,4,19,27,49,9,18,3,20,6,2,16,11,2,12,13,1,2,2,1,11,2,1,12,9,1,4,10,2,1,2,9,4,6,7,10,19,19,24,10,42,2,18,15,36,14,13,68,63,32,46,39,3,5,14,39,38,15,20,60,50,38,75,24,4,5,5,15,5,2,10,8,2,17,15,2,5,3,9,25,11,4,12,61,5,27,39,3,17,59,10,63,46,9,2,10,10,10,10,8,8,31,28,10,25,15,6,8,62,27,29,39,44,52,14,16,3,25,35,4,43,4,14,3,10,8,11,18,11,14,21,18,56,29,52,57,72,6,16,12,73,52,51,61,3,73,10,11,107,4,2,15,19,48,3,12,69,118,43,15,44,45,51,29,18,22,6,33,53,26,75,11,2,70,16,91,42,46,7,63,33,7,12,10,12,67,40,122,19,19
CLUNG,8,7,7,6,3,3,2,4,12,9,5,7,1,1,4,7,3,3,2,2,1,3,13,2,4,2,2,1,2,8,3,5,20,70,65,11,28,26,30,5,22,108,5,2,4,3,11,11,9,11,2,2,6,18,15,32,23,26,16,5,16,15,30,58,11,3,8,3,6,4,6,5,8,20,4,1,4,8,9,2,4,27,28,39,53,14,25,29,25,38,17,3,18,19,23,5,14,1,4,27,4,16,4,14,106,12,39,34,12,11,48,15,21,35,53,6,11,44,7,44,3,6,30,2,3,38,9,36,3,16,1,8,11,3,45,5,11,24,42,37,22,8,46,6,26,26,65,40,119,12,10,16,9,11,3,57,3,17,13,20,16,5,17,22,10,6,16,15,57,25,45,15,5,5,4,24,78,21,12,16,5,19,10,12,32,47,1,9,3,5,10,37,18,113,23,1,19,44,18,3,15,54,16,30,31,10,19,19,24,8,42,38,18,15,36,6,13,68,63,32,33,39,3,5,14,39,9,15,20,60,50,38,75,24,50,5,5,5,5,14,2,2,13,17,15,5,2,2,9,25,39,13,52,23,38,14,26,2,6,9,3,63,46,9,9,38,21,19,7,19,12,75,81,34,43,28,5,8,62,27,29,3,5,8,14,16,54,9,35,64,43,4,14,11,3,3,6,3,11,14,7,18,56,29,4,57,48,90,3,12,15,5,7,13,15,13,28,3,107,15,2,4,19,22,15,3,69,118,4,7,15,19,23,14,7,7,24,3,9,9,75,51,2,6,16,91,13,46,107,12,33,74,4,45,12,67,40,122,5,19
COLON,8,7,7,4,7,12,4,4,12,9,2,2,1,1,2,2,2,1,5,5,1,1,0,0,0,0,0,0,0,0,2,5,11,70,65,56,3,2,9,5,22,108,4,5,5,4,16,12,3,46,5,6,24,0,0,0,0,0,4,15,26,16,73,128,16,10,37,5,0,13,19,0,0,0,15,1,5,109,94,29,35,83,1,49,53,14,0,0,0,103,74,6,25,42,50,23,14,12,0,27,0,8,0,14,106,0,0,0,0,6,107,19,21,35,53,7,4,4,32,44,5,0,0,0,0,0,0,0,9,35,4,38,19,4,45,5,60,2,42,37,22,10,46,0,0,0,0,0,0,0,0,0,34,41,1,135,6,42,12,64,42,20,14,22,0,0,33,0,57,0,47,18,44,54,11,13,28,21,76,0,5,19,11,12,32,0,8,39,6,25,0,0,0,0,0,0,0,101,4,6,24,122,44,65,133,8,19,18,27,0,18,0,8,3,36,8,12,0,0,22,6,33,20,17,89,39,38,3,3,60,50,38,75,24,50,31,28,28,2,5,5,4,0,17,14,30,5,6,29,21,39,11,36,23,0,9,17,8,43,0,0,0,0,0,9,38,21,19,14,10,11,0,0,0,0,22,25,8,62,27,29,16,11,16,8,8,25,8,0,0,25,18,72,63,22,19,24,12,5,5,12,26,56,29,18,57,0,0,25,12,73,14,9,9,72,73,28,0,0,0,0,0,0,0,6,3,69,118,17,16,10,9,0,7,2,5,12,12,53,9,75,0,0,22,16,91,10,46,0,63,3,74,4,45,12,67,0,0,0,0
COMFY,8,2,2,4,7,2,6,4,12,9,4,1,5,4,3,3,4,4,1,2,5,4,1,1,2,3,3,5,3,1,1,2,1,5,2,5,3,1,6,2,4,4,2,5,5,1,2,1,2,4,10,10,4,1,2,2,1,2,3,4,4,4,4,4,16,26,19,40,10,34,33,32,7,1,27,17,36,2,43,29,27,37,31,49,37,14,16,10,8,5,6,17,39,27,32,23,2,29,43,8,30,29,10,2,2,24,22,10,23,2,1,41,45,35,41,10,35,51,34,7,39,10,3,10,19,5,5,9,2,1,11,63,17,23,3,3,8,4,1,17,6,4,5,3,1,2,1,1,2,2,2,2,1,2,2,2,2,5,1,5,5,52,51,64,16,6,44,12,3,66,6,18,44,54,59,11,28,2,38,22,11,32,35,12,30,41,15,16,54,36,20,10,12,18,18,10,14,2,27,13,30,47,24,37,10,8,46,32,27,13,1,15,8,16,4,29,12,39,21,22,26,9,20,39,89,33,38,18,21,36,50,31,2,51,10,74,74,75,5,3,29,35,30,30,12,10,38,42,47,39,11,2,1,2,28,15,11,16,2,13,8,17,9,21,4,20,41,23,20,23,19,5,44,30,28,22,55,8,2,37,37,39,44,52,8,8,3,9,16,23,25,18,2,6,43,45,53,23,19,23,34,26,4,56,52,57,35,42,58,12,73,52,51,14,10,73,21,9,24,9,8,18,11,25,19,11,69,118,35,26,8,2,41,21,22,22,40,23,100,31,75,1,11,43,16,2,40,46,41,63,35,3,12,21,12,44,7,15,15,16
COMIC,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,19,45,41,32,51,7,26,8,38,77,16,31,15,11,40,14,30,129,67,62,40,12,34,5,10,34,89,66,66,82,73,128,16,26,33,17,10,34,62,7,34,29,26,17,86,3,94,29,35,83,48,23,64,14,6,22,6,5,6,17,48,42,50,23,21,14,21,10,6,35,0,17,76,3,6,34,23,13,4,41,43,22,38,10,35,51,22,2,13,10,11,0,6,29,18,37,26,3,11,63,24,22,4,14,6,5,0,2,3,3,4,3,1,2,2,1,2,2,2,2,1,2,2,3,2,4,0,4,2,23,54,25,7,6,47,45,4,12,3,0,44,54,13,18,28,18,60,7,7,33,2,14,35,10,15,16,54,36,3,32,12,39,6,10,10,101,81,13,15,122,44,65,21,15,61,28,27,5,18,15,8,16,26,18,12,39,21,22,26,33,20,39,89,40,21,30,34,55,32,30,57,49,9,74,74,75,13,7,24,27,30,30,12,10,38,42,47,89,7,2,10,36,28,15,25,16,66,27,0,17,12,21,11,40,38,16,21,8,8,38,44,30,28,22,55,9,32,24,24,18,20,22,8,0,3,11,16,23,25,18,72,6,43,45,53,35,51,57,48,63,29,48,33,51,35,42,58,12,36,24,25,14,10,38,27,0,24,0,8,18,0,3,8,0,36,49,12,26,7,30,13,11,3,3,13,35,17,31,9,1,11,26,19,58,26,46,41,37,52,3,9,43,14,42,33,38,15,9
CONCH,2,0,0,2,2,0,0,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,11,21,65,35,73,60,12,0,31,108,0,20,14,0,40,14,17,129,29,27,15,12,34,19,20,34,89,3,13,12,73,128,6,5,37,16,31,34,26,4,34,29,27,0,86,109,94,29,35,83,35,28,37,0,6,14,6,17,38,0,7,30,34,0,27,12,43,51,5,8,1,18,106,2,22,34,23,0,107,4,7,35,53,0,19,17,26,55,2,10,11,10,5,29,18,37,26,70,0,63,24,17,25,0,29,50,42,10,4,2,46,22,21,1,24,21,26,12,7,2,34,41,0,135,0,29,12,64,42,10,7,6,5,0,33,17,6,10,47,18,12,54,11,3,5,21,76,22,0,6,1,0,22,41,0,95,24,13,2,32,0,39,18,0,10,101,81,0,30,122,24,65,133,0,46,32,1,4,18,15,8,16,19,7,0,15,7,3,3,12,0,7,19,34,22,30,35,60,17,38,75,51,50,74,74,28,0,27,14,10,30,11,5,53,22,20,17,89,12,0,36,23,16,9,17,0,43,27,1,5,12,2,0,38,41,23,14,23,19,38,44,30,14,22,25,0,62,37,37,16,11,16,0,8,25,8,16,23,25,0,72,63,22,19,24,12,51,57,12,17,56,56,18,27,15,42,25,0,16,8,7,1,10,36,28,1,5,9,0,2,11,2,19,2,69,118,17,16,10,9,6,7,6,6,12,12,100,6,75,24,0,22,0,42,7,30,15,33,72,74,0,45,0,67,33,38,9,2
CONIC,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,19,45,41,32,51,43,26,6,38,77,16,20,13,11,40,14,17,129,29,27,40,12,34,5,10,34,89,16,13,12,73,128,16,26,33,14,31,34,62,5,34,29,26,17,86,109,94,29,35,83,48,23,64,14,6,22,6,103,74,5,7,42,50,23,21,10,21,60,3,26,0,17,76,4,6,34,23,13,107,4,6,22,38,7,19,17,22,4,4,10,11,0,4,29,18,37,26,70,5,63,24,18,62,5,31,44,0,5,4,4,50,22,5,3,24,5,26,12,7,22,34,41,15,135,5,42,0,64,42,14,6,5,5,4,33,17,57,6,14,0,44,54,6,13,28,18,60,7,6,6,3,14,35,10,15,95,24,36,4,32,12,39,6,10,10,101,81,5,15,122,44,65,133,15,61,28,27,3,18,15,8,16,26,17,12,39,21,22,13,33,20,17,89,40,21,30,34,55,32,30,57,49,43,74,74,28,13,30,20,21,30,30,12,53,22,20,47,89,24,11,36,21,16,9,17,8,43,27,0,17,12,21,11,40,38,16,19,8,8,38,44,30,14,22,25,9,32,24,24,13,14,16,8,0,25,8,16,23,25,18,72,63,22,19,24,16,51,57,12,63,29,48,22,51,15,42,25,12,36,11,12,9,72,38,27,0,24,0,8,18,0,3,8,0,36,49,11,16,6,14,6,10,5,5,8,16,17,6,9,6,11,20,19,58,19,46,41,37,52,62,6,43,14,42,33,38,9,9
